,Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCOUNTSPAYABLE.FPERIOD,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ACCTSRECEIVTRADENET.FPERIOD,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.ADVERTISINGEXPENSE.FPERIOD,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.BACKLOGVALUEACTUAL.FPERIOD,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALEXPENDITURES.FPERIOD,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CAPITALLEASEOBLIGATIONS.FPERIOD,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHANDSTINVESTMENTS.FPERIOD,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.CASHFROMOPERATINGACT.FPERIOD,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.COSTOFREVENUETOTAL.FPERIOD,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUECURRENT.FPERIOD,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEFERREDREVENUELT.FPERIOD,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.DEPRDEPLETIONANDAMORT.FPERIOD,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITACTVALUE.FPERIOD,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EBITDAACTVALUE.FPERIOD,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.EMPLOYEES.FPERIOD,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GOODWILLNET.FPERIOD,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK.FPERIOD,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INCOMETAXESPAYABLE.FPERIOD,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTEXPENSENETNONOPER.FPERIOD,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTANGIBLESNET.FPERIOD,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INTERESTINCOMENONOPERATING.FPERIOD,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.INVENTORYACTVALUE.FPERIOD,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET.FPERIOD,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.LEASEEXPENSETOTAL.FPERIOD,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.MINORITYINTERESTBSSTMT.FPERIOD,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOME.FPERIOD,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS.FPERIOD,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.NETINCOMEBEFORETAXES.FPERIOD,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTASSETS.FPERIOD,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERCURRENTLIABTOTAL.FPERIOD,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL.FPERIOD,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL.FPERIOD,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.OTHERNONOPERATINGINCOME.FPERIOD,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS.FPERIOD,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET.FPERIOD,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.RECEIVABLESOTHER.FPERIOD,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.REDEEMABLEPREFERREDTTL.FPERIOD,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.RESEARCHANDDEVELOPMENT.FPERIOD,TR.REVENUE,TR.REVENUE.CALCDATE,TR.REVENUE.FPERIOD,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.FPERIOD,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.FPERIOD,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SGAEXPENSETOTAL.FPERIOD,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.SPECIALITEMSMM.FPERIOD,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXCURDOM.FPERIOD,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXDEFTOT.FPERIOD,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TAXOTHINCTOT.FPERIOD,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALASSETSREPORTED.FPERIOD,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRLIABILITIES.FPERIOD,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALCURRENTASSETS.FPERIOD,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALDEBTOUTSTANDING.FPERIOD,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALEQUITY.FPERIOD,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALINVENTORY.FPERIOD,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLIABILITIES.FPERIOD,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TOTALLONGTERMDEBT.FPERIOD,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.TTLPREFERREDSHARESOUT.FPERIOD,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE,TR.WARRANTSCONVERTED.FPERIOD
1942,TRAC.L,,,,825716.73,2021-03-25,FY2020,,,,,,,-218679.63,2021-03-25,FY2020,172603.32,2021-03-25,FY2020,302787.18,2021-03-25,FY2020,-284502.93,2021-03-25,FY2020,2467642.38,2021-03-25,FY2020,,,,,,,530243.25,2021-03-25,FY2020,,,,,,,,2021-03-25,FY2020,,,,,2021-03-25,FY2020,,2021-03-25,FY2019,-64360.56,2021-03-25,FY2020,1389603.0,2021-03-25,FY2020,,2021-03-25,FY2020,,,,0.0,2021-03-25,FY2020,,,,,2021-03-25,FY2017,-1495651.65,2021-03-25,FY2020,-1495651.65,2021-03-25,FY2020,-1495651.65,2021-03-25,FY2020,,2021-03-25,FY2019,228918.81,2021-03-25,FY2020,40956.72,2021-03-25,FY2020,,2021-03-25,FY2020,-31448.91,2021-03-25,FY2020,,2021-03-25,FY2020,473927.76,2021-03-25,FY2020,59240.97,2021-03-25,FY2020,,,,150662.22,2021-03-25,FY2020,3686836.17,2021-03-25,FY2020,,2021-03-25,FY2019,,,,2219707.95,2021-03-25,FY2020,0.0,2021-03-25,FY2020,,,,,2021-03-25,FY2020,,2021-03-25,FY2020,4647856.35,2021-03-25,FY2020,2717039.55,2021-03-25,FY2020,2743368.87,2021-03-25,FY2020,1727495.94,2021-03-25,FY2020,1536608.37,2021-03-25,FY2020,1555623.99,2021-03-25,FY2020,3111247.98,2021-03-25,FY2020,394208.43,2021-03-25,FY2020,,,,,,
1943,TRAC.L,,,,825716.73,2021-08-27,FY2020,,,,,,,-218679.63,2021-08-27,FY2020,172603.32,2021-08-27,FY2020,302787.18,2021-08-27,FY2020,-284502.93,2021-08-27,FY2020,2467642.38,2021-08-27,FY2020,,,,,,,530243.25,2021-08-27,FY2020,,,,,,,,2021-08-27,FY2020,,,,,2021-08-27,FY2020,,2021-08-27,FY2019,-64360.56,2021-08-27,FY2020,1389603.0,2021-08-27,FY2020,,2021-08-27,FY2020,,,,0.0,2021-08-27,FY2020,,,,,2021-08-27,FY2018,-1495651.65,2021-08-27,FY2020,-1495651.65,2021-08-27,FY2020,-1495651.65,2021-08-27,FY2020,,2021-08-27,FY2020,228918.81,2021-08-27,FY2020,40956.72,2021-08-27,FY2020,,2021-08-27,FY2020,-31448.91,2021-08-27,FY2020,,2021-08-27,FY2020,473927.76,2021-08-27,FY2020,59240.97,2021-08-27,FY2020,,,,150662.22,2021-08-27,FY2020,3686836.17,2021-08-27,FY2020,,2021-08-27,FY2019,,,,2219707.95,2021-08-27,FY2020,0.0,2021-08-27,FY2020,,,,,2021-08-27,FY2020,,2021-08-27,FY2020,4647856.35,2021-08-27,FY2020,2717039.55,2021-08-27,FY2020,2743368.87,2021-08-27,FY2020,1727495.94,2021-08-27,FY2020,1536608.37,2021-08-27,FY2020,1555623.99,2021-08-27,FY2020,3111247.98,2021-08-27,FY2020,394208.43,2021-08-27,FY2020,,,,,,
1944,TRAC.L,,,,501882.85,2022-03-03,FY2021,,,,,,,-245397.8,2022-03-03,FY2021,412445.7,2022-03-03,FY2021,1247685.2,2022-03-03,FY2021,-282355.3,2022-03-03,FY2021,1881136.75,2022-03-03,FY2021,,,,,,,405793.35,2022-03-03,FY2021,,,,,,,,2022-03-03,FY2021,,,,,2022-03-03,FY2021,,2022-03-03,FY2019,-82045.65,2022-03-03,FY2021,764281.1,2022-03-03,FY2021,,2022-03-03,FY2021,,,,459012.15,2022-03-03,FY2021,,,,,2022-03-03,FY2018,-2187144.85,2022-03-03,FY2021,-2187144.85,2022-03-03,FY2021,-2187144.85,2022-03-03,FY2021,,2022-03-03,FY2020,547710.15,2022-03-03,FY2021,42131.55,2022-03-03,FY2021,85002.25,2022-03-03,FY2021,-45827.3,2022-03-03,FY2021,,2022-03-03,FY2021,731019.35,2022-03-03,FY2021,118264.0,2022-03-03,FY2021,,,,164830.45,2022-03-03,FY2021,3114778.1,2022-03-03,FY2021,,2022-03-03,FY2019,,,,2065924.25,2022-03-03,FY2021,-873675.3,2022-03-03,FY2021,,,,,2022-03-03,FY2021,,2022-03-03,FY2021,4728342.55,2022-03-03,FY2021,3071907.4,2022-03-03,FY2021,3190910.55,2022-03-03,FY2021,2805074.25,2022-03-03,FY2021,142655.95,2022-03-03,FY2021,1323078.5,2022-03-03,FY2021,4585686.6,2022-03-03,FY2021,1428776.95,2022-03-03,FY2021,,,,,,
1945,TRAC.L,,,,501882.85,2022-09-14,FY2021,,,,,,,-245397.8,2022-09-14,FY2021,412445.7,2022-09-14,FY2021,1247685.2,2022-09-14,FY2021,-282355.3,2022-09-14,FY2021,1881136.75,2022-09-14,FY2021,,,,,,,405793.35,2022-09-14,FY2021,,,,,,,,2022-09-14,FY2021,,,,,2022-09-14,FY2021,,2022-09-14,FY2020,-82045.65,2022-09-14,FY2021,764281.1,2022-09-14,FY2021,,2022-09-14,FY2021,,,,459012.15,2022-09-14,FY2021,,,,,2022-09-14,FY2019,-2187144.85,2022-09-14,FY2021,-2187144.85,2022-09-14,FY2021,-2187144.85,2022-09-14,FY2021,,2022-09-14,FY2021,547710.15,2022-09-14,FY2021,42131.55,2022-09-14,FY2021,85002.25,2022-09-14,FY2021,-45827.3,2022-09-14,FY2021,,2022-09-14,FY2021,731019.35,2022-09-14,FY2021,118264.0,2022-09-14,FY2021,,,,164830.45,2022-09-14,FY2021,3114778.1,2022-09-14,FY2021,,2022-09-14,FY2020,,,,2065924.25,2022-09-14,FY2021,-873675.3,2022-09-14,FY2021,,,,,2022-09-14,FY2021,,2022-09-14,FY2021,4728342.55,2022-09-14,FY2021,3071907.4,2022-09-14,FY2021,3190910.55,2022-09-14,FY2021,2805074.25,2022-09-14,FY2021,142655.95,2022-09-14,FY2021,1323078.5,2022-09-14,FY2021,4585686.6,2022-09-14,FY2021,1428776.95,2022-09-14,FY2021,,,,,,
1946,TRAC.L,,,,403405.2,2023-06-28,FY2022,,,,,,,-400098.6,2023-06-28,FY2022,653053.5,2023-06-28,FY2022,251301.6,2023-06-28,FY2022,-786144.15,2023-06-28,FY2022,1949240.7,2023-06-28,FY2022,,,,,,,361246.05,2023-06-28,FY2022,,,,,,,,2023-06-28,FY2022,,,,0.0,2023-06-28,FY2022,,2023-06-28,FY2020,-328180.05,2023-06-28,FY2022,844009.65,2023-06-28,FY2022,,2023-06-28,FY2022,,,,148797.0,2023-06-28,FY2022,,,,,2023-06-28,FY2019,-831609.9,2023-06-28,FY2022,-831609.9,2023-06-28,FY2022,-831609.9,2023-06-28,FY2022,,2023-06-28,FY2021,278581.05,2023-06-28,FY2022,47119.05,2023-06-28,FY2022,0.0,2023-06-28,FY2022,255434.85,2023-06-28,FY2022,1795483.8,2023-06-28,FY2022,1262294.55,2023-06-28,FY2022,47945.7,2023-06-28,FY2022,,,,103331.25,2023-06-28,FY2022,3340492.65,2023-06-28,FY2022,810943.65,2023-06-28,FY2022,,,,2186489.25,2023-06-28,FY2022,0.0,2023-06-28,FY2022,,,,,2023-06-28,FY2022,,2023-06-28,FY2022,4173755.85,2023-06-28,FY2022,3584354.4,2023-06-28,FY2022,2020332.6,2023-06-28,FY2022,3394224.9,2023-06-28,FY2022,-444737.7,2023-06-28,FY2022,1306933.65,2023-06-28,FY2022,4618493.55,2023-06-28,FY2022,1034139.15,2023-06-28,FY2022,,,,,,
1947,THRLT.L,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,,,,,,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,,,,,,,2014-06-30,,,2014-06-30,,,2013-12-31,FY2013,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,2013-12-31,FY2013,,,,,2013-12-31,FY2013,,,,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,,,,,,,2013-12-31,FY2013,,,,,,,,2013-12-31,FY2013,,,,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,2013-12-31,FY2013,,2013-12-31,FY2013,,,,,,
1948,THRLT.L,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,,,,,,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,,,,,,,2015-02-23,,,2015-02-23,,,2014-06-30,FY2014,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,2014-06-30,FY2014,,,,,2014-06-30,FY2014,,,,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,,,,,,,2014-06-30,FY2014,,,,,,,,2014-06-30,FY2014,,,,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,2014-06-30,FY2014,,2014-06-30,FY2014,,,,,,
1949,THRLT.L,2293000.0,2015-02-23,FY2014,5728000.0,2015-02-23,FY2014,,,,,,,,,,,,,17125000.0,2015-02-23,FY2014,4489000.0,2015-02-23,FY2014,,2015-02-23,FY2015,,,,,,,,,,,2015-06-30,,,2015-06-30,,,2015-02-23,FY2015,,,,4839000.0,2015-02-23,FY2014,,2015-02-23,FY2015,-11000.0,2015-02-23,FY2014,,,,221000.0,2015-02-23,FY2014,,,,95740000.0,2015-02-23,FY2014,,,,,,,785000.0,2015-02-23,FY2014,785000.0,2015-02-23,FY2014,799000.0,2015-02-23,FY2014,,,,,2015-02-23,FY2015,,2015-02-23,FY2015,796000.0,2015-02-23,FY2014,,,,,,,,,,,2015-02-23,FY2015,,,,,,,6341000.0,2015-02-23,FY2014,,,,,,,974000.0,2015-02-23,FY2014,0.0,2015-02-23,FY2014,,2015-02-23,FY2015,,,,,2015-02-23,FY2015,105071000.0,2015-02-23,FY2014,2293000.0,2015-02-23,FY2014,22853000.0,2015-02-23,FY2014,11764000.0,2015-02-23,FY2014,90218000.0,2015-02-23,FY2014,,,,14853000.0,2015-02-23,FY2014,11764000.0,2015-02-23,FY2014,,,,,,
1950,THRLT.L,3623000.0,2015-10-02,FY2015,6457000.0,2015-10-02,FY2015,,,,,,,,,,,,,29159000.0,2015-10-02,FY2015,7520000.0,2015-10-02,FY2015,,2015-10-02,FY2015,,,,,,,,,,7560000.0,2015-12-31,FY2015,,2015-12-31,,,2015-10-02,FY2015,,,,7870000.0,2015-10-02,FY2015,,2015-10-02,FY2015,-815000.0,2015-10-02,FY2015,,,,99000.0,2015-10-02,FY2015,,,,47802000.0,2015-10-02,FY2015,,,,,,,9552000.0,2015-10-02,FY2015,9552000.0,2015-10-02,FY2015,9591000.0,2015-10-02,FY2015,,,,,2015-10-02,FY2015,,2015-10-02,FY2015,2530000.0,2015-10-02,FY2015,,,,,,,,,,,2015-10-02,FY2015,,,,,,,13724000.0,2015-10-02,FY2015,,,,,,,1140000.0,2015-10-02,FY2015,-174000.0,2015-10-02,FY2015,,2015-10-02,FY2015,,,,,2015-10-02,FY2015,176310000.0,2015-10-02,FY2015,3623000.0,2015-10-02,FY2015,35616000.0,2015-10-02,FY2015,30865000.0,2015-10-02,FY2015,139292000.0,2015-10-02,FY2015,,,,37018000.0,2015-10-02,FY2015,30865000.0,2015-10-02,FY2015,,,,,,
1951,THRLT.L,3623000.0,2016-02-23,FY2015,6457000.0,2016-02-23,FY2015,,,,,,,,,,,,,29159000.0,2016-02-23,FY2015,7520000.0,2016-02-23,FY2015,,2016-02-23,FY2016,,,,,,,,,,7560000.0,2016-06-30,FY2015,,2016-06-30,,,2016-02-23,FY2016,,,,7870000.0,2016-02-23,FY2015,,2016-02-23,FY2016,-815000.0,2016-02-23,FY2015,,,,99000.0,2016-02-23,FY2015,,,,47802000.0,2016-02-23,FY2015,,,,,,,9552000.0,2016-02-23,FY2015,9552000.0,2016-02-23,FY2015,9591000.0,2016-02-23,FY2015,,,,,2016-02-23,FY2016,,2016-02-23,FY2016,2530000.0,2016-02-23,FY2015,,,,,,,,,,,2016-02-23,FY2016,,,,,,,13724000.0,2016-02-23,FY2015,,,,,,,1140000.0,2016-02-23,FY2015,-174000.0,2016-02-23,FY2015,,2016-02-23,FY2016,,,,,2016-02-23,FY2016,176310000.0,2016-02-23,FY2015,3623000.0,2016-02-23,FY2015,35616000.0,2016-02-23,FY2015,30865000.0,2016-02-23,FY2015,139292000.0,2016-02-23,FY2015,,,,37018000.0,2016-02-23,FY2015,30865000.0,2016-02-23,FY2015,,,,,,
1952,THRLT.L,5002000.0,2016-09-29,FY2016,13222000.0,2016-09-29,FY2016,,,,,,,,,,,,,65107000.0,2016-09-29,FY2016,8061000.0,2016-09-29,FY2016,112000.0,2016-09-29,FY2016,,,,,,,,,,9092000.0,2017-02-27,FY2016,,2017-02-27,,0,2016-09-29,FY2016,,,,11415000.0,2016-09-29,FY2016,,2016-09-29,FY2016,-1102000.0,2016-09-29,FY2016,,,,173000.0,2016-09-29,FY2016,,,,115078000.0,2016-09-29,FY2016,,,,,,,11702000.0,2016-09-29,FY2016,11702000.0,2016-09-29,FY2016,11726000.0,2016-09-29,FY2016,,,,,2016-09-29,FY2016,,2016-09-29,FY2016,4058000.0,2016-09-29,FY2016,,,,,,,,,,,2016-09-29,FY2016,,,,,,,16874000.0,2016-09-29,FY2016,,,,,,,2055000.0,2016-09-29,FY2016,-1049000.0,2016-09-29,FY2016,24000.0,2016-09-29,FY2016,,,,48000.0,2016-09-29,FY2016,282791000.0,2016-09-29,FY2016,5002000.0,2016-09-29,FY2016,78329000.0,2016-09-29,FY2016,20449000.0,2016-09-29,FY2016,253282000.0,2016-09-29,FY2016,,,,29509000.0,2016-09-29,FY2016,20449000.0,2016-09-29,FY2016,,,,,,
1953,THRLT.L,5002000.0,2017-02-27,FY2016,13222000.0,2017-02-27,FY2016,,,,,,,,,,,,,65107000.0,2017-02-27,FY2016,8061000.0,2017-02-27,FY2016,112000.0,2017-02-27,FY2016,,,,,,,,,,12987000.0,2017-10-04,FY2017,,2017-10-04,,0,2017-02-27,FY2016,,,,11415000.0,2017-02-27,FY2016,,2017-02-27,FY2017,-1102000.0,2017-02-27,FY2016,,,,173000.0,2017-02-27,FY2016,,,,115078000.0,2017-02-27,FY2016,,,,,,,11702000.0,2017-02-27,FY2016,11702000.0,2017-02-27,FY2016,11726000.0,2017-02-27,FY2016,,,,,2017-02-27,FY2017,,2017-02-27,FY2017,4058000.0,2017-02-27,FY2016,,,,,,,,,,,2017-02-27,FY2017,,,,,,,16874000.0,2017-02-27,FY2016,,,,,,,2055000.0,2017-02-27,FY2016,-1049000.0,2017-02-27,FY2016,24000.0,2017-02-27,FY2016,,,,48000.0,2017-02-27,FY2016,282791000.0,2017-02-27,FY2016,5002000.0,2017-02-27,FY2016,78329000.0,2017-02-27,FY2016,20449000.0,2017-02-27,FY2016,253282000.0,2017-02-27,FY2016,,,,29509000.0,2017-02-27,FY2016,20449000.0,2017-02-27,FY2016,,,,,,
1954,THRLT.L,4461000.0,2017-10-04,FY2017,9483000.0,2017-10-04,FY2017,,,,,,,,,,,,,10410000.0,2017-10-04,FY2017,3236000.0,2017-10-04,FY2017,22000.0,2017-10-04,FY2017,,,,,,,,,,12987000.0,2018-03-26,FY2017,,2018-03-26,,0,2017-10-04,FY2017,,,,15836000.0,2017-10-04,FY2017,519000.0,2017-10-04,FY2017,-921000.0,2017-10-04,FY2017,,,,113000.0,2017-10-04,FY2017,,,,0.0,2017-10-04,FY2017,,,,,,,19122000.0,2017-10-04,FY2017,19122000.0,2017-10-04,FY2017,19341000.0,2017-10-04,FY2017,,,,1297000.0,2017-10-04,FY2017,,2017-10-04,FY2017,3997000.0,2017-10-04,FY2017,,,,,,,,,,311000.0,2017-10-04,FY2017,,,,,,,23558000.0,2017-10-04,FY2017,,,,,,,3130000.0,2017-10-04,FY2017,-701000.0,2017-10-04,FY2017,0.0,2017-10-04,FY2017,,,,438000.0,2017-10-04,FY2017,306246000.0,2017-10-04,FY2017,5981000.0,2017-10-04,FY2017,20326000.0,2017-10-04,FY2017,39331000.0,2017-10-04,FY2017,256937000.0,2017-10-04,FY2017,,,,49309000.0,2017-10-04,FY2017,39331000.0,2017-10-04,FY2017,,,,,,
1955,THRLT.L,4461000.0,2018-03-26,FY2017,9483000.0,2018-03-26,FY2017,,,,,,,,,,,,,10410000.0,2018-03-26,FY2017,3236000.0,2018-03-26,FY2017,22000.0,2018-03-26,FY2017,,,,,,,,,,,2018-10-04,,,2018-10-04,,0,2018-03-26,FY2017,,,,15836000.0,2018-03-26,FY2017,519000.0,2018-03-26,FY2017,-921000.0,2018-03-26,FY2017,,,,113000.0,2018-03-26,FY2017,,,,0.0,2018-03-26,FY2017,,,,,,,19122000.0,2018-03-26,FY2017,19122000.0,2018-03-26,FY2017,19341000.0,2018-03-26,FY2017,,,,1297000.0,2018-03-26,FY2017,,2018-03-26,FY2018,3997000.0,2018-03-26,FY2017,,,,,,,,,,311000.0,2018-03-26,FY2017,,,,,,,23558000.0,2018-03-26,FY2017,,,,,,,3130000.0,2018-03-26,FY2017,-701000.0,2018-03-26,FY2017,0.0,2018-03-26,FY2017,,,,438000.0,2018-03-26,FY2017,306246000.0,2018-03-26,FY2017,5981000.0,2018-03-26,FY2017,20326000.0,2018-03-26,FY2017,39331000.0,2018-03-26,FY2017,256937000.0,2018-03-26,FY2017,,,,49309000.0,2018-03-26,FY2017,39331000.0,2018-03-26,FY2017,,,,,,
1956,THRLT.L,5324000.0,2018-10-04,FY2018,2620000.0,2018-10-04,FY2018,,,,,,,,,,,,,41661000.0,2018-10-04,FY2018,22139000.0,2018-10-04,FY2018,0.0,2018-10-04,FY2018,,,,,,,,,,,2019-03-05,,,2019-03-05,,0,2018-10-04,FY2018,,,,19073000.0,2018-10-04,FY2018,89000.0,2018-10-04,FY2018,-2077000.0,2018-10-04,FY2018,,,,67000.0,2018-10-04,FY2018,,,,94000000.0,2018-10-04,FY2018,,,,,,,27609000.0,2018-10-04,FY2018,27609000.0,2018-10-04,FY2018,27598000.0,2018-10-04,FY2018,,,,1564000.0,2018-10-04,FY2018,,2018-10-04,FY2018,4673000.0,2018-10-04,FY2018,,,,,,,,,,326000.0,2018-10-04,FY2018,,,,,,,28366000.0,2018-10-04,FY2018,,,,,,,3892000.0,2018-10-04,FY2018,-76000.0,2018-10-04,FY2018,0.0,2018-10-04,FY2018,,,,-22000.0,2018-10-04,FY2018,434822000.0,2018-10-04,FY2018,7360000.0,2018-10-04,FY2018,44765000.0,2018-10-04,FY2018,64182000.0,2018-10-04,FY2018,358607000.0,2018-10-04,FY2018,,,,76215000.0,2018-10-04,FY2018,64182000.0,2018-10-04,FY2018,,,,,,
